smiles,reward
C#[SH]=NOC=Cl,-1.0
NNN=S=C=NF,-2.0
CC(Cl)=C=O,0.367962483943702
CC(N)=C(N)CCNF,0.7641360392623466
C=S=NSNF,-2.0
N[SH]=[SH]1=C=NN=N1,-2.0
C=NC(Cl)=[SH]#N,-2.0
N#SOOCO,0.08613960256779314
ClN=C[SH]1=C=CN=NN=1,-2.0
O=S=C=NON=Cl,-1.0
CC(O)(F)C#N,1.0543458887851913
N=NC#CCl,0.12686514919233027
N#SC#COF,0.01456056052801648
N#S1=C(C=NOF)OS(=O)#C1,-2.0
N=NC(=O)[SH](O)N=[SH]#F,-1.0
CS#S#Cl,-1.0
C#CC#CF,0.1557213027448083
OC(=S)CC=Cl,-1.0
NC(=O)SC=Cl,-1.0
CNC(S)=C=NO,0.28506508290842525
N#CN=C=[SH]F,-2.0
C#CC(=C=[SH]1=C=C(C(=O)F)C=[SH]1=O)ON,-2.0
O=C=C=C(O)F,-2.0
NC(=O)C(F)=S,0.9160399779927253
C=N[SH]=[SH]#O,-1.0
C=S(#CCl)SCC#O,-1.0
O=C=S=C=Cl,-1.0
OC#COOF,0.1027991749103799
C#SC=F,-1.0
CN=C=F,-1.0
N=NC1COS(Cl)=[SH]1,-2.0
CC(F)=S=C(O)C#S#N,-2.0
O=C1OC=NON=C1Cl,2.157216370935414
N#CN=C=[SH]#Cl,-1.0
C#S#S(=O)F,-2.0
O=NS#S#CCl,-2.0
FC1=NC#CC1,-2.0
O=S=C=C(NCl)[SH]=O,-2.0
O=C=F,-1.0
COC1ON=C=S=[SH]1,-2.0
C#[SH]=C=C=Cl,-1.0
N#C[SH](=O)=Cl,-1.0
ClN1CSNS1,0.05793148132223648
C=C=NC=S=S(=C=NC)=C(N)F,0.028476417915961283
CS#O,-1.0
O=C(O)Cl,-5.0
C[SH]=S(C#N)#CF,-2.0
C#C[SH]=F,-1.0
SC1=CO[SH]=C1,-2.0
C#S#O,-1.0
O=NC#[SH]=O,-2.0
N#CNNC#CN,0.11553207553069733
CNCSCl,0.27744919482997144
CN=CN=O,0.471382411813146
N=S1(N)=C(F)OON1C=S,-2.0
O#S#SC#CF,-1.0
CC(O)(OON)N(F)C#N,0.03565063587964867
C#[SH]=C(CC#O)SCl,-1.0
O=C=S1ON=CC1=NCCl,-2.0
CNC(O)F,0.5068102162926125
C=[SH]#F,-1.0
N#CNOF,0.35246378691356356
SSC#COCl,0.02184387962323987
C#CS#O,-1.0
O=CS#SO,-2.0
N#CSOF,0.28715631357397975
COC#F,-1.0
C=S=NC=O,0.06682770472446764
N=C=NSON,0.017878525138064254
N#CNC(=O)F,0.9313031309981721
O=[SH]C=C=S=F,-1.0
C#CC[SH]=Cl,-1.0
N#[SH]=C=[SH]OC#CF,-2.0
C=NOSCl,0.14166346825929238
CC(O)(C#N)C#S(=C=C=O)N(S)Cl,-2.0
NNS#SC(F)N=NN=O,-2.0
NC=C(Cl)NOO,0.20158176792457008
N#C[SH]=NCl,-2.0
CS(#N)(OOCl)S(#N)(O)C=O,0.008268476301064543
O=C=NS(=S)N=O,0.012362696532539188
C#[SH]=NC=[SH]CC,-2.0
C=S(F)C=S,0.009760232681024836
C[SH]12=CCC(=N1)CC(Cl)=C(S)O2,-2.0
N#COCl,-5.0
O=CC=C(Cl)C#CS(=O)O,0.20843239640354272
O=[SH][SH]=C=NF,-2.0
O=C1N=[SH]N=C=CN1,-2.0
C[SH](F)C#N,-2.0
C=S=Cl,-1.0
N#CS(#N)=NCl,0.02994604102635793
C#S#C[SH](#N)Cl,-2.0
NC1C#CN(Cl)S1=O,-2.0
C#COC(O)=Cl,-1.0
O=CC#Cl,-1.0
C=[SH]#O,-1.0
N#S(=Cl)C#[SH],-1.0
N=NSN=CSCl,-2.0
N#CNCCl,0.6218166823399721
C#CS(=O)#CCl,-2.0
O=[SH]1=NN2C(=NCl)CC(=N1)C2O,-2.0
N#COON[SH]=F,-1.0
N[SH]=[SH]#CCl,-2.0
CS12#[SH](O)C(CC1F)OON2,-2.0
CC=NCN=C(F)N=O,0.24693388452241863
O=C(Cl)C=S,0.18888454508292626
C=NN(F)ON,0.07403065282729779
O=CCNCl,0.5093748792061433
C=COCF,0.32553173971288235
CCCOF,0.5820741278897332
O=NOC#COF,0.12692805248200995
N#S(=CN=O)[SH]=O,-2.0
CNC(=O)[SH](#N)O,0.1760448187842168
C=[SH][SH]=C=C(F)CC#N,-2.0
O=CCC#Cl,-1.0
SOCC#CCl,0.08128142615172779
N=C=NF,-5.0
O=CC=C=C=NCl,-2.0
OCC#CF,0.6351557847961118
O#[SH]=[SH]CF,-1.0
NC(O)(F)S,0.3390744004906108
N#COON=O,0.21962034637799793
O=C(F)N=NC#[SH],-2.0
N#CC(F)=[SH]#[SH]=O,-2.0
C=C(F)SS#O,-1.0
NC(F)C#C[SH](CO)SO,-2.0
O=NNC(=O)F,0.2807175665419454
O=[SH]#[SH](O)C=C=NCl,-2.0
C=[SH]C=F,-1.0
OCC#CC=Cl,-1.0
O=NC=CCCl,0.7812892880114023
C=[SH]C(CC)C(=O)Cl,0.06070385283421285
N=C(F)C(N)NN=S,0.17429558693694236
C=CSC=C=N,0.16553522012065705
O=NC=F,-1.0
CC=C(O)Cl,1.2195880973213196
N=[SH]#S#CNN=C=NCl,-2.0
N#S#CS(O)=NOOCl,-2.0
CC=C[SH](=C=N)=C=NCl,-2.0
O=NCN(F)OO,0.19185181352352246
N#SOCC=S=F,-1.0
CC(C#N)=CC(C)(N)Cl,0.4937727689208355
C=CSC=N,0.20806358603442243
O=S1OC=C(Cl)C(O)=C1C#O,-1.0
C#[SH]=C=C[SH](#N)OO,-2.0
CC1=S2(CCl)=[SH](=O)N=C=C2NN1,-2.0
CN=S(F)#[SH]=N,-2.0
O=[SH](C#CO)=CC#CCl,-2.0
O=C(Cl)OO,0.5732742744186529
N=CC#CF,0.14779200293991124
N#S#CC=[SH]N=CCl,-2.0
N=CCOCCl,0.37658635530793255
FC#CNS,0.006758760461973661
FS#CC#CS,-2.0
O=C=S(Cl)CS,0.004736829799681177
C=NC=S(N)NN=C=O,-2.0
CN=Cl,-1.0
OS1=S=C(Cl)NC#C1,-2.0
C=C=C(NN=[SH]NO)SCl,-2.0
C=NOCOS#N,0.0853801354704784
O=NN=CO,0.13834123861635456
N#CSS#CNC(=O)F,-2.0
S=NSCC=CCl,0.10783711127623179
C[SH]=[SH]OOC#CC=F,-1.0
C#S[SH]=CF,-2.0
CC=C=[SH]C(=O)Cl,0.03207144268913153
O=C=C(F)OOO,0.1701975282867688
N#CS(=N)(=O)C#N,0.5341409619911954
COC1=S2#[SH]=NC(OC(Cl)O1)O2,-2.0
S=NC#CCl,0.017918837783103162
N#C[SH](O)#COc1o[nH]on(F)c1S,-2.0
C=S(#N)S(#CCl)=NNOC(=N)O,-2.0
C#CSOOC#Cl,-1.0
FC1=C2COS(#C1)=N2,-2.0
N#[SH]=CNCl,-2.0
O=C(O)C=S(C=S)C=NOF,0.07289395262245019
C=C(N=O)NCl,1.3637555021003673
N#CS(=N)OOCl,-2.0
O=[SH]N=C(O)F,0.015025371231762076
N#CC(=CNCl)N=CS,0.0881861829079102
C#CS#Cl,-1.0
N=COSOC(F)=CN=N,0.01575053494207201
C=S(#CCl)C(C)=O,-2.0
CS#[SH]=F,-1.0
OCS1(Cl)#COC#S1,-2.0
N=NCC(=O)N=O,1.1638994609250894
NC(=O)ON(F)C(NN=O)=[SH]O,0.19061004960636477
O=NC=[SH](Cl)=C=CS,-2.0
N=S(=NOCl)([SH]=O)C(O)O,-2.0
C=[SH](=C)N(Cl)C#N,0.0505117198368269
CC(=NON)N(COF)S#N,0.2822707007641643
SOC#CCl,0.026824730909744174
O=CC1=[SH]2=C=CN1OS2=O,-2.0
C#[SH](O)CS(F)(#CO)N=O,-2.0
C=C=C(N)F,0.8760445803374802
N=[SH]N=C=O,-2.0
NN=C=CO[SH]=C[SH]=F,-1.0
C=C=[SH]#O,-1.0
N#COOC=CN=C=NOC#S#N,-2.0
CC=F,-1.0
C#C[SH](#C)S,-2.0
[SH]#[SH]=C=NCCl,-2.0
C=NN=[SH](Cl)=S(#N)C#N,-2.0
OOC=C=S(O)F,0.01696108329213877
N#S1=C=C=NC(Cl)=C=CN1O,-2.0
OC1=S(O)(=CF)C=S=N1,-2.0
CCC#Cl,-1.0
N=CC#CSNOCl,0.015418378474754408
N=C(Cl)C=O,0.7293944923914697
ONn1[nH]n(OF)cno1,0.39604440697785737
N#SN=C(O)Cl,0.3844772660257475
OONC=[SH]NCF,-2.0
CC(O)=C=F,-1.0
NC(Cl)S#[SH],-2.0
N[SH]1(=O)CC#CC1O,-2.0
FC12OON=[SH]N(C#S1)OO2,-2.0
N#S#C[SH]=Cl,-1.0
N#CC#O,-1.0
N=NC(N)=CC(=O)OF,0.46870175347935567
O=CC=F,-1.0
CN[SH]=Cl,-1.0
CSC#CF,0.1456224875729183
CN(Cl)C=S,0.20716267778727154
CC(N)=[SH]Cl,0.3166875163253352
CNS(C)=F,-1.0
C=S=CSCl,-2.0
C#COC=C(F)S,0.06444699522242174
C=C=F,-1.0
C#CCNS,0.12184982580032784
C=[SH]C=Cl,-1.0
NC(=C=[SH](=O)Cl)[SH]=O,-2.0
OOC=Cl,-1.0
N=S=[SH]C=CCl,-2.0
N#[SH]1ON2NN3CC(F)(N2)N(N3ON)N1S,0.03271815078276832
C=CS(#N)=NCl,0.11310073791591507
CSN=Cl,-1.0
CS(=O)OC#Cl,-1.0
O=C=NCl,-5.0
C=C1N=C(Cl)C#CN1,0.14406553031832542
C=CCN=C(F)ONC,0.2742786467588356
NCC(=O)C#O,-1.0
OC=C(F)C=S,0.17391557835040697
CN(Cl)C#N,1.6208955182770912
O=S(Cl)#S1=CN=NN1,-2.0
C=C(F)C(N=[SH]#N)=[SH]CC,-2.0
C#SC#CC,-2.0
O=C(Cl)CS1=C=N[SH]=CN=N1,-2.0
N#CC=NF,0.36082852278958777
O=[SH]#CCCl,-2.0
N#COC=N,0.3206943563350768
N#CSOSOOCl,0.06980453576263075
N#CS#Cl,-1.0
O=S=C=CN=C=F,-1.0
N#S(C=O)=CSOC=Cl,-1.0
C=NSC=S=N,-2.0
C=S(C#CF)#CC,-2.0
N#SC(N)N=C=CF,-2.0
CSO[SH](N)#O,-1.0
C=S(Cl)#CN,-2.0
Os1c2=CNN=c1c#c2,-1.0
NOOC=CF,0.21888683010484336
O#CS#CNF,-1.0
N#CNC1=C2SC#S(O)(Cl)N2NO1,-2.0
N#SC(=O)C(=N)F,0.4500197067177571
CC1=[SH](OCl)=NN=C1,-2.0
CC(=CS)NCl,0.1542171066993726
N#CSC(O)F,0.44106684618567643
C#S(=C)[SH]=F,-1.0
N=C=NN=N,0.023063092938908764
C#S(C)=C=O,-2.0
CON(F)OOSN=O,0.06740065103952171
C[SH]1(F)=S2OON1C(N)O2,-2.0
CC#COCl,0.21524956982779697
C#CC(Cl)C=S,0.02827242214811442
C=[SH](=NNC)[SH]=Cl,-1.0
N=CC=NF,0.1810690740523084
N#SN=[SH]COOF,-2.0
O=C=C[SH]1#CN2COOS1(Cl)C2,-2.0
N#S1=CN=C(F)S1,0.18482969659807336
NOSC(N)Cl,0.05916356627624614
CC(=C=N)C(N)(Cl)NS#S#N,-2.0
N#SOC=N,-2.0
C#S#SC#F,-1.0
C=C1OC(OF)=[SH]#S1,-2.0
N#CCS(N)=F,-1.0
CC(=S=O)S(C)=NF,0.06848456416726613
C=[SH]N=CCl,-2.0
N#CN=[SH]F,-2.0
CC(S)=C(F)S(#N)=NOC=O,0.5256506100140692
O=CN=CON=Cl,-1.0
N=CN=NF,0.011443917733670789
O=CONS,0.16743045133363169
C=NC(=NF)S#N,0.010080143583497625
O=C=CS(=S)#CCl,-2.0
C[SH](N=N)N=Cl,-1.0
CC1CC2=C(ON=NOOC(=O)C2S(C)=NF)S1,-2.0
C#S#[SH](N)NOCl,-2.0
CC(OF)=[SH]C(C)N,0.16629826763156685
OO[SH]1=NC#CC=1F,-2.0
N=C=C(Cl)[SH]=NC=O,0.0012417476308821456
C=C=[SH]#Cl,-1.0
CNS(Cl)=CC#CC=O,0.06833168768773488
C#CC(O)=NN,0.2413964080360067
O=CSNOCOC=[SH]#CF,-2.0
O=[SH]#CN=[SH]#F,-1.0
CS(=C=CC#N)#CCl,-2.0
N#S(O)=C=NF,-2.0
C=[SH][SH]=F,-1.0
NC=CSOF,0.26844839428563555
N#C[SH](#O)SOCCl,-1.0
C=S1N=NN=S1Cl,-2.0
ON=C=CF,0.2127032232862985
N=S(=O)=C1N[SH]=CNC1=NF,-2.0
C=[SH](=N)C=[SH]Cl,-2.0
C#SC=NF,-2.0
FC=C=COS,0.030771845742682057
N#S1=NC2C=C1CC2=NF,-2.0
C=N[SH]=F,-1.0
N#CC(Cl)=N[SH]=N,0.07288976784535364
C=S=NOCl,-2.0
C=S=NON=NSC#N,-2.0
CSC#O,-1.0
O=[SH]#COC#CF,-2.0
C=S1(=CC(=O)Cl)[SH]=C=NN1O,-2.0
N#Sc1nocc(F)os1,4.8333186612472945
COONCF,0.17405008298027955
C[SH]=C=Cl,-1.0
N#CC=C=NS,0.06261408391776296
C=S(=F)=NO,-1.0
C=NS#Cl,-1.0
NC=[SH]OO,-2.0
C#CC=F,-1.0
O=S1=C=C=[SH]OC=1,-2.0
C=[SH]C(=O)F,0.04508927891361087
N=C=NOCl,0.12498907573213834
C=C=C(S)Cl,0.26464778661642885
C[SH](S)#CN,-2.0
C=CS#CCl,-2.0
CON=CN=NNCl,0.08168715103105485
CC(O)(F)C=[SH]#N,0.04129802595881256
CN(O)SS(=C=N)C#COF,-2.0
ON=S1=C=[SH]#COC=1Cl,-2.0
N[SH]=CCF,-2.0
C#[SH]=NN(NS)N(C)Cl,-2.0
CCN=NSCCF,0.22661826733131507
N#CC1(N)OC(Cl)NC1N,0.6097698925707777
NC1=S(=O)=NC=NC(Cl)=CO1,1.0399133721592015
N=COCC#CCN(F)C=C=O,0.061513338998987886
N#CN=C=Cl,-1.0
O=S(=O)=NCC(F)=S,0.5924861453274364
NC1=S2SC(=NN2NCl)O1,-2.0
C=C(F)SO,0.7997300804956443
CC[SH]=C=O,0.015202695635851969
CC(O)S(C)(#N)Cl,1.2570471150917721
C#CCC#F,-1.0
N#CC(=O)F,0.6254530883580293
CCS#O,-1.0
C#S(=O)NF,-2.0
C[SH](N)#CCl,-2.0
CCCS#[SH],-2.0
NC#CS#O,-1.0
C#[SH](CN=N)OC#SCl,-2.0
O=COOOC=[SH]#S#Cl,-1.0
CC#[SH]=C=NC#Cl,-1.0
NOC(=O)F,0.6528496745519905
C=[SH]CC=S,-2.0
C=S(#N)OOF,0.03520745709859422
O=C(F)C(=O)S#O,-1.0
N#SCON,0.1613337417059245
C=[SH]S#Cl,-1.0
O=C=C(O)Cl,0.7135755447414032
N#CON=Cl,-1.0
N#CC=Cl,-1.0
N#[SH](O)C=NCl,-2.0
COC#CCl,0.1965141477953377
OCN=CSF,0.21324555258156316
N=CC=CCl,0.6195789033385587
O=C(O)OCl,1.7456579221020747
NC=C(F)C=O,0.4069691092537922
N#[SH]=[SH]ON=CCF,-2.0
FC(=S)C#[SH],-2.0
CSC1(C#F)C=N[SH](O)O1,-1.0
N#CN=NSC#F,-1.0
N#SOC(=NF)ON=N,0.0067554508989264945
N=C=NN=NC=NCl,-2.0
CNOC#N,0.3306388399511345
N=C=NC(Cl)C#O,-1.0
N=S(=C=C=S)=CF,-2.0
CC=Cl,-1.0
C[SH](C)#[SH](C)C(=O)Cl,-2.0
NS1(C#CF)OC=[SH]O1,-2.0
CC#Cl,-1.0
FC1=C(ON=S)C=NOO1,0.2891714965698921
COCC#N,1.4317858369681526
COOO[SH]=[SH]CF,-2.0
CNCNOCC=NCl,0.15546529991622154
CSOCC=O,0.43310769230995394
N#CSN=CC#O,-1.0
C#COC=Cl,-1.0
N=CNC#F,-1.0
O=C=S=F,-1.0
OC=C=NC=Cl,-1.0
C=S(O)#CS#N,-2.0
CC=COOC#CF,0.05339321362608475
OC=C(S)Cl,0.5980292711218106
CC#F,-1.0
NC#Cl,-1.0
C=CN=Cl,-1.0
FC1=NC2N=C1S#CO2,-2.0
CN1CCOC=CO1,2.7138456872515397
NCC#CF,0.6106930943650387
O=C(O)CCl,1.1285880689806012
O#S#CSNNF,-1.0
C#CNC=N,0.03659187549543032
C=C=CSC(Cl)C#N,0.18741835507206608
C=NS(=O)#F,-1.0
C#[SH]=C=S=F,-1.0
C=CC(=O)C[SH]=F,-1.0
CS[SH](#COF)CO,-2.0
N#CS(=O)#CF,-2.0
CC1=NC(O)(CO)S(C)(=O)(OCl)O1,0.5767595732945374
CS(#F)=[SH]CO,-1.0
N#SC(=O)F,0.520921493947445
N=[SH]1=C=CO[SH]1#Cl,-1.0
O=S1[SH]=NCN=C1Cl,-2.0
O=S=C=NCl,-2.0
ClN=C=CC1N[SH]=CO1,-2.0
N=S(=O)=C=CCl,0.19143380643309485
O=CSC(Cl)NS,0.013714801848407556
C=NOOF,0.11559089144093605
N#S(F)=CC=NOONC#S#O,-1.0
CNC=[SH]#F,-1.0
FC1NC=CSSO1,-2.0
CC#CS#[SH],-2.0
NC=C(O)[SH]=O,0.049978775758517245
O=CC#S#O,-1.0
O#SC=NF,-1.0
N=S=S(O)OC(=O)Cl,0.24957291034672902
CN=F,-1.0
FC1C#CN2OC=S=NC#[SH]12,-2.0
N#[SH]1C#CN=N1,1.9894291238209831
O=C(OO)OF,0.6304744481291591
O=NC(=O)CCl,1.0871515546720372
N#COC=O,0.3164573269877716
OC1=S=NO[SH](#CCl)C#CO1,-2.0
O=NC(=O)C(C#[SH]=O)C(F)C=S,-2.0
N=CC#CCl,0.19138103883543686
CC(OCl)=S(=O)=S=O,0.36321879444901994
N#CN(F)[SH]=CSCO,0.015968518513184014
C#[SH](C1CCSO1)N(O)Cl,-2.0
O=NN=CF,0.1759862446108478
C#S#S(=O)Cl,-2.0
CN=[SH](=NOO)C(F)=C=O,-2.0
C=C=NCNCl,0.1929110010330873
CNOCOC,0.41330392624585044
N#CC#N,-5.0
CC=NN=N,0.3644394976985609
N#C[SH](NON(N)Cl)#S(=N)C=NN,-2.0
C=C=CC=Cl,-1.0
N#CC(F)=NC[SH]=O,0.08233988575421632
CN1N=S=CO1,0.16192444154668678
N#S1=C=[SH]2(CCOC2)NOC(F)=NO1,-2.0
C#C[SH](#O)S#N,-1.0
C#S#CC(O)C=C=C(O)F,-2.0
O=[SH]CN=Cl,-1.0
N=CN=COC#CCl,0.11159629030013772
N#C[SH]=C=S(N)N=F,-1.0
NC(F)=C=O,0.4668897846050928
N=C=CNF,0.04351436477864703
N#COOOCl,0.1274977499585029
C=[SH]C#F,-1.0
COS#Cl,-1.0
N#CSN=O,0.5593589739548961
C#CS(#N)(CNC)C(OCl)=S=C,0.13127194807526657
CC=C1C(=O)N(O)SC1=NF,0.3277584897819288
OOC#CCl,0.20812168977835135
OC1OC=C(S)[SH](O)N1Cl,-2.0
O=[SH]N=CF,-2.0
C=[SH](=NOCl)OO,-2.0
C=C(C=O)NF,0.3688326687487086
O=NC(O)=C=NCl,0.29028621962014556
C=C[SH]=C=Cl,-1.0
O=C(Cl)C=C=CO,0.3015189141622295
O=NS#CF,-2.0
C1N=NOO1,0.0319913185962879
C#CC#S(=O)C=C=S=F,-1.0
C=[SH]C=NF,-2.0
NC#CSO,0.06588758603458074
C#CS#F,-1.0
N=COOF,0.11110652920489196
N=C=C=C=NF,-2.0
C=S(C)(N=O)=S(NOCl)OO,-2.0
N=CCC#CF,0.20164413305395562
O=CC1=S=C(C=Cl)OC1,-1.0
N#CC(Cl)=C=O,0.450827141015631
C#CC(SF)[SH]=C=N,-2.0
O=[SH]C=NC#CF,-2.0
O=CC#CCl,0.12268304017566041
C[SH](C=F)C1=NCN=C1O,-1.0
CS(#CF)=[SH]#O,-1.0
COS(#N)=COC(=O)NF,0.3313684205153932
N#CN=Cl,-1.0
C#COO[SH]=F,-1.0
O=C(Cl)OCSO,0.4909851588942952
C=NS[SH](F)C#N,-2.0
CC1=[SH]N=NC(F)=S1ON,-2.0
N#CCS#F,-1.0
O=[SH]CNC#Cl,-1.0
CN(F)OC=N,0.13527344274461692
CNS#CF,-2.0
O[SH]=NCOF,-2.0
CC#[SH](F)SN,-2.0
COCSCl,0.3205051703855522
C#SONF,-2.0
N=C=NC=NF,0.005417177634453704
C#[SH]1OC(=O)C(F)=S1(O)=NCON,-2.0
CON=NN=O,0.4187554792276946
F=COC1=S=C=CO1,-1.0
COS(O)=S=NCl,0.1342967301616549
FC1=NN=C=C1,0.39277348385918504
COC=Cl,-1.0
C#C[SH](Cl)#SN,-2.0
CN=COC#O,-1.0
N=C(N)N=N[SH]1CN=[SH](=NF)N1,-2.0
FS1#CN(S)CN=1,-2.0
N#CC(F)C#N,1.0940956566214415
C#S(=N)C#SC#CCl,-2.0
C=C(N)C(=O)Cl,0.7429837236122219
C#COCF,0.2036413426878133
O=NCC=C=[SH]ON=F,-1.0
C=S=F,-1.0
CC=[SH]#S#Cl,-1.0
C=CS[SH]=C,-2.0
OS1=C(F)NS#C1,-2.0
O#COCF,-1.0
NN=C=NCO,0.08230224531414651
NOCCCl,0.7124793877625116
N=S=C=C=S=C(Cl)OO,0.0358084259731667
C=C=NOC#N,0.1171230800083498
N#CS#F,-1.0
CCSNC,0.3643425563381178
NC#CN=O,0.2715102879184152
NC(NCO)OCl,0.23539031463356527
CCC=CF,0.5420533389910878
N#CCCCl,1.1834895601765925
N#[SH]=C=C=[SH](=O)C#CCl,-2.0
COSCCl,0.18515572201481842
C=S=S=C=O,-2.0
COC(Cl)(C=N[SH]=N[SH]=O)OO,-2.0
N#[SH]=C=[SH]#CCl,-2.0
O#SCF,-1.0
C=NC#S(=C=[SH]#O)C(Cl)CC,-1.0
C=CS#Cl,-1.0
O=CN1C=NN2S#C[SH]1C2=CCl,-2.0
N#COS#Cl,-1.0
O=C=C(O)[SH]=[SH](=O)Cl,-2.0
CS#[SH]=C(F)OO,-2.0
O=S1(Cl)=COOO1,-2.0
N=NSC#CF,0.018785588400332662
FC=[SH]N=S,-2.0
OC(=S)CC#CCl,0.5399994693542676
C#[SH]=C=Cl,-1.0
C=CN=[SH]#CN(S)Cl,-2.0
O=[SH](=CCl)SO,-2.0
C=NN1NNN=C2C=NC=[SH]2(F)O1,-2.0
